"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4"
    1,     61,     141880,          0,     141880,   5.130171,           135237,                3,             5094,             1546,                0
    1,     62,     155664,          0,     155664,   1.097152,           148538,                0,             1799,             5327,                0
    1,     63,     157226,          0,     157226,   1.010034,           149732,                1,             1900,             5593,                0
    1,     64,     142931,          0,     142931,   0.909080,           135676,               44,             7211,                0,                0
    1,     65,      56613,          0,      56613,   0.396086,            49780,              966,             5867,                0,                0
    1,     66,      41184,          0,      41184,   0.727465,            35077,             5041,             1066,                0,                0
    1,     67,      39615,          0,      39615,   0.961903,            34531,             5084,                0,                0,                0
    1,     68,      38110,          0,      38110,   0.962009,            34376,             3734,                0,                0,                0
    1,     69,      36777,          0,      36777,   0.965022,            32274,             4503,                0,                0,                0
    1,     70,      35642,          0,      35642,   0.969138,            31030,             2216,             2396,                0,                0
    1,     71,      34701,          0,      34701,   0.973599,            30374,             1013,             3314,                0,                0
    1,     72,      33494,          0,      33494,   0.965217,            29374,               23,             4097,                0,                0
    1,     73,     146116,          0,     146116,   4.362453,           141598,                6,             4512,                0,                0
    1,     74,     164617,          0,     164617,   1.126619,           159715,                0,             1259,             3643,                0
    1,     75,     171194,          0,     171194,   1.039953,           165985,                1,             1298,             3910,                0
    1,     76,     156148,          0,     156148,   0.912111,           151171,               33,             4944,                0,                0
    1,     77,      63080,          0,      63080,   0.403976,            58385,              630,             4065,                0,                0
    1,     78,      46031,          0,      46031,   0.729724,            41918,             3979,              134,                0,                0
    1,     79,      44034,          0,      44034,   0.956616,            43011,             1023,                0,                0,                0
    1,     80,      42370,          0,      42370,   0.962211,            39622,             2748,                0,                0,                0
    1,     81,      40831,          0,      40831,   0.963677,            37915,             2916,                0,                0,                0
    1,     82,      39397,          0,      39397,   0.964880,            36479,             2918,                0,                0,                0
    1,     83,      38207,          0,      38207,   0.969795,            35267,              832,             2108,                0,                0
    1,     84,      37026,          0,      37026,   0.969089,            34244,               18,             2764,                0,                0
    1,     85,     117802,          0,     117802,   3.181602,           114275,                1,             2426,             1100,                0
    1,     86,     118630,          0,     118630,   1.007029,           114354,                0,              932,             3344,                0
    1,     87,     108482,          0,     108482,   0.914457,           103494,                1,             1138,             3849,                0
    1,     88,      95857,          0,      95857,   0.883621,            91141,               13,             4703,                0,                0
    1,     89,      49238,          0,      49238,   0.513661,            44829,              560,             3849,                0,                0
    1,     90,      39956,          0,      39956,   0.811487,            36033,             3557,              366,                0,                0
    1,     91,      37935,          0,      37935,   0.949419,            36199,             1736,                0,                0,                0
    1,     92,      35977,          0,      35977,   0.948385,            35026,              951,                0,                0,                0
    1,     93,      34343,          0,      34343,   0.954582,            31670,             2673,                0,                0,                0
    1,     94,      32811,          0,      32811,   0.955391,            29758,             1242,             1811,                0,                0
    1,     95,      31607,          0,      31607,   0.963305,            28732,              531,             2344,                0,                0
    1,     96,      30298,          0,      30298,   0.958585,            27550,               11,             2737,                0,                0
    1,     97,      90924,          0,      90924,   3.000990,            86885,                2,             2729,             1308,                0
    1,     98,      93293,          0,      93293,   1.026055,            88084,                0,             1174,             4035,                0
    1,     99,      90281,          0,      90281,   0.967715,            84046,                0,             1534,             4701,                0
    1,    100,      83521,          0,      83521,   0.925123,            77570,               16,             5935,                0,                0
    1,    101,      40856,          0,      40856,   0.489170,            35301,              734,             4821,                0,                0
    1,    102,      32462,          0,      32462,   0.794547,            27307,             4737,              418,                0,                0
    1,    103,      30761,          0,      30761,   0.947600,            28026,             2735,                0,                0,                0
    1,    104,      29213,          0,      29213,   0.949677,            28099,             1114,                0,                0,                0
    1,    105,      27873,          0,      27873,   0.954130,            24564,             3309,                0,                0,                0
    1,    106,      26590,          0,      26590,   0.953970,            22905,             3685,                0,                0,                0
    1,    107,      25513,          0,      25513,   0.959496,            22026,             1480,             2007,                0,                0
    1,    108,      24491,          0,      24491,   0.959942,            21179,               15,             3297,                0,                0
    1,    109,      85845,          0,      85845,   3.505165,            81236,                6,             4603,                0,                0
    1,    110,      90438,          0,      90438,   1.053503,            84606,                0,             1361,             4471,                0
    1,    111,      91531,          0,      91531,   1.012086,            84538,                0,             1650,             5343,                0
    1,    112,      82870,          0,      82870,   0.905376,            76205,               21,             6644,                0,                0
    1,    113,      37251,          0,      37251,   0.449511,            31020,              705,             5526,                0,                0
    1,    114,      29396,          0,      29396,   0.789133,            23620,             4648,             1128,                0,                0
    1,    115,      28026,          0,      28026,   0.953395,            25505,             2521,                0,                0,                0
    1,    116,      26753,          0,      26753,   0.954578,            22922,             3831,                0,                0,                0
    1,    117,      25639,          0,      25639,   0.958360,            21925,             3714,                0,                0,                0
    1,    118,      24603,          0,      24603,   0.959593,            20749,             3854,                0,                0,                0
    1,    119,      23791,          0,      23791,   0.966996,            19831,             1049,             2911,                0,                0
    1,    120,      22879,          0,      22879,   0.961666,            19109,               30,             3740,                0,                0
    1,    121,      96310,          0,      96310,   4.209537,            91621,                3,             2176,             2510,                0
    1,    122,     106989,          0,     106989,   1.110882,           101653,                0,             1149,             4187,                0
    1,    123,     106638,          0,     106638,   0.996719,           100888,                2,             1347,             4401,                0
    1,    124,      97181,          0,      97181,   0.911317,            91666,               11,             5325,              179,                0
    1,    125,      40416,          0,      40416,   0.415884,            35269,              847,             4300,                0,                0
    1,    126,      30085,          0,      30085,   0.744383,            25596,             4464,               25,                0,                0
    1,    127,      28656,          0,      28656,   0.952501,            27514,             1142,                0,                0,                0
    1,    128,      27489,          0,      27489,   0.959276,            24216,             3273,                0,                0,                0
    1,    129,      26414,          0,      26414,   0.960893,            23008,             3406,                0,                0,                0
    1,    130,      25467,          0,      25467,   0.964148,            22014,             2491,              962,                0,                0
    1,    131,      24716,          0,      24716,   0.970511,            21457,              727,             2532,                0,                0
    1,    132,      23646,          0,      23646,   0.956708,            20555,              177,             2914,                0,                0
    1,    133,      94793,          0,      94793,   4.008839,            91081,               10,             3702,                0,                0
    1,    134,     101641,          0,     101641,   1.072242,            97391,                2,             1559,             2689,                0
    1,    135,     100014,          0,     100014,   0.983993,            95385,                1,             1156,             3472,                0
    1,    136,      90524,          0,      90524,   0.905113,            86104,               12,             4408,                0,                0
    1,    137,      39802,          0,      39802,   0.439685,            35652,              496,             3654,                0,                0
    1,    138,      30057,          0,      30057,   0.755163,            26430,             3369,              258,                0,                0
    1,    139,      28739,          0,      28739,   0.956150,            27321,             1418,                0,                0,                0
    1,    140,      27448,          0,      27448,   0.955078,            24801,             2647,                0,                0,                0
    1,    141,      26400,          0,      26400,   0.961819,            23872,             2528,                0,                0,                0
    1,    142,      25392,          0,      25392,   0.961818,            22773,             2619,                0,                0,                0
    1,    143,      24545,          0,      24545,   0.966643,            21949,              889,             1707,                0,                0
    1,    144,      23569,          0,      23569,   0.960236,            21096,              207,             2266,                0,                0
    1,    145,      80804,          0,      80804,   3.428402,            77755,                8,             3041,                0,                0
    1,    146,      83857,          0,      83857,   1.037783,            80312,                0,             1380,             2165,                0
    1,    147,      83794,          0,      83794,   0.999249,            79737,                1,              933,             3123,                0
    1,    148,      77220,          0,      77220,   0.921546,            73227,                8,             3901,               84,                0
    1,    149,      36825,          0,      36825,   0.476884,            33083,              409,             3333,                0,                0
    1,    150,      27348,          0,      27348,   0.742648,            24078,             3053,              217,                0,                0
    1,    151,      26047,          0,      26047,   0.952428,            23386,             2661,                0,                0,                0
    1,    152,      24867,          0,      24867,   0.954697,            22395,             2472,                0,                0,                0
    1,    153,      23850,          0,      23850,   0.959102,            21354,             2496,                0,                0,                0
    1,    154,      22844,          0,      22844,   0.957820,            20276,             2568,                0,                0,                0
    1,    155,      22039,          0,      22039,   0.964761,            19642,              344,             2053,                0,                0
    1,    156,      21273,          0,      21273,   0.965243,            18967,                9,             2297,                0,                0
    1,    157,      74351,          0,      74351,   3.495088,            71260,                2,             3089,                0,                0
    1,    158,      78228,          0,      78228,   1.052145,            74408,                1,              796,             3023,                0
    1,    159,      74398,          0,      74398,   0.951041,            70036,                1,              923,             3438,                0
    1,    160,      68357,          0,      68357,   0.918802,            64194,                5,             4109,               49,                0
    1,    161,      31780,          0,      31780,   0.464912,            27878,              420,             3482,                0,                0
    1,    162,      24983,          0,      24983,   0.786123,            21542,             2956,              485,                0,                0
    1,    163,      23779,          0,      23779,   0.951807,            20812,             2967,                0,                0,                0
    1,    164,      22650,          0,      22650,   0.952521,            21929,              721,                0,                0,                0
    1,    165,      21674,          0,      21674,   0.956909,            19220,             2454,                0,                0,                0
    1,    166,      20824,          0,      20824,   0.960783,            18172,             1787,              865,                0,                0
    1,    167,      20107,          0,      20107,   0.965569,            17605,              439,             2063,                0,                0
    1,    168,      19454,          0,      19454,   0.967524,            17069,               11,             2374,                0,                0
    1,    169,      68803,          0,      68803,   3.536702,            65596,                1,             1992,             1214,                0
    1,    170,      75315,          0,      75315,   1.094647,            71423,                1,              755,             3136,                0
    1,    171,      73631,          0,      73631,   0.977641,            69147,                0,              960,             3524,                0
    1,    172,      68911,          0,      68911,   0.935897,            64612,                7,             4270,               22,                0
    1,    173,      30183,          0,      30183,   0.438000,            26147,              478,             3558,                0,                0
    1,    174,      23021,          0,      23021,   0.762714,            19487,             3513,               21,                0,                0
    1,    175,      21869,          0,      21869,   0.949959,            20995,              874,                0,                0,                0
    1,    176,      20817,          0,      20817,   0.951895,            18094,             2723,                0,                0,                0
    1,    177,      19881,          0,      19881,   0.955037,            17399,             2482,                0,                0,                0
    1,    178,      19061,          0,      19061,   0.958755,            16340,             1567,             1154,                0,                0
    1,    179,      18435,          0,      18435,   0.967158,            15865,              359,             2211,                0,                0
    1,    180,      17765,          0,      17765,   0.963656,            15324,                5,             2436,                0,                0
    1,    181,      69391,          0,      69391,   3.906051,            66329,                1,             1685,             1376,                0
    1,    182,      74783,          0,      74783,   1.077705,            71208,                0,              687,             2888,                0
    1,    183,      75565,          0,      75565,   1.010457,            71519,                0,              818,             3228,                0
    1,    184,      68395,          0,      68395,   0.905115,            64506,                2,             3863,               24,                0
    1,    185,      49850,          0,      49850,   0.728854,            46163,              228,             3459,                0,                0
    1,    186,      22656,          0,      22656,   0.454483,            19439,             2920,              297,                0,                0
    1,    187,      21547,          0,      21547,   0.951051,            18692,             2855,                0,                0,                0
    1,    188,      20684,          0,      20684,   0.959948,            18138,             2546,                0,                0,                0
    1,    189,      19854,          0,      19854,   0.959872,            17177,             2677,                0,                0,                0
    1,    190,      19233,          0,      19233,   0.968722,            16704,              444,             2085,                0,                0
    1,    191,      18636,          0,      18636,   0.968960,            16249,              243,             2144,                0,                0
    1,    192,      18008,          0,      18008,   0.966302,            15726,                3,             2279,                0,                0
    1,    193,      73625,          0,      73625,   4.088461,            70789,                0,              764,             2072,                0
    1,    194,      78609,          0,      78609,   1.067694,            75280,                0,              637,             2692,                0
    1,    195,      79098,          0,      79098,   1.006221,            75399,                0,              803,             2896,                0
    1,    196,      70603,          0,      70603,   0.892602,            67033,                4,             3566,                0,                0
    1,    197,      51233,          0,      51233,   0.725649,            47853,              190,             3190,                0,                0
    1,    198,      23240,          0,      23240,   0.453614,            20270,             2706,              264,                0,                0
    1,    199,      22242,          0,      22242,   0.957057,            19625,             2617,                0,                0,                0
    1,    200,      21265,          0,      21265,   0.956074,            18968,             2297,                0,                0,                0
    1,    201,      20448,          0,      20448,   0.961580,            17972,             2476,                0,                0,                0
    1,    202,      19665,          0,      19665,   0.961708,            17378,             1002,             1285,                0,                0
    1,    203,      19127,          0,      19127,   0.972642,            16968,              124,             2035,                0,                0
    1,    204,      18345,          0,      18345,   0.959115,            16272,                1,             2072,                0,                0
    1,    205,      69795,          0,      69795,   3.804579,            67177,                0,             1190,             1428,                0
    1,    206,      73075,          0,      73075,   1.046995,            69989,                0,              705,             2381,                0
    1,    207,      70493,          0,      70493,   0.964666,            67053,                0,              731,             2709,                0
    1,    208,      64036,          0,      64036,   0.908402,            60755,                7,             3274,                0,                0
    1,    209,      28921,          0,      28921,   0.451637,            25859,              341,             2721,                0,                0
    1,    210,      22457,          0,      22457,   0.776495,            19586,              713,             2158,                0,                0
    1,    211,      21354,          0,      21354,   0.950884,            20758,              596,                0,                0,                0
    1,    212,      20417,          0,      20417,   0.956121,            20091,              326,                0,                0,                0
    1,    213,      19562,          0,      19562,   0.958123,            17718,             1844,                0,                0,                0
    1,    214,      18837,          0,      18837,   0.962938,            16777,             1191,              869,                0,                0
    1,    215,      18287,          0,      18287,   0.970802,            16335,              398,             1554,                0,                0
    1,    216,      17676,          0,      17676,   0.966588,            15811,                7,             1858,                0,                0
    1,    217,      60987,          0,      60987,   3.450272,            58523,                1,             1128,             1335,                0
    1,    218,      65297,          0,      65297,   1.070671,            62257,                0,              595,             2445,                0
    1,    219,      63374,          0,      63374,   0.970550,            59872,                0,              687,             2815,                0
    1,    220,      57266,          0,      57266,   0.903620,            53917,                3,             3303,               43,                0
    1,    221,      26504,          0,      26504,   0.462823,            23365,              379,             2760,                0,                0
    1,    222,      20713,          0,      20713,   0.781505,            17998,             2630,               85,                0,                0
    1,    223,      19704,          0,      19704,   0.951287,            17581,             2123,                0,                0,                0
    1,    224,      18826,          0,      18826,   0.955441,            16678,             2148,                0,                0,                0
    1,    225,      18051,          0,      18051,   0.958834,            16014,             2037,                0,                0,                0
    1,    226,      17355,          0,      17355,   0.961443,            15230,             2125,                0,                0,                0
    1,    227,      16807,          0,      16807,   0.968424,            14808,              282,             1717,                0,                0
    1,    228,      16162,          0,      16162,   0.961623,            14243,                3,             1916,                0,                0
    1,    229,      56716,          0,      56716,   3.509219,            54202,                1,             1268,             1245,                0
    1,    230,      60266,          0,      60266,   1.062593,            57252,                0,              573,             2441,                0
    1,    231,      59349,          0,      59349,   0.984784,            55800,                0,              756,             2793,                0
    1,    232,      55420,          0,      55420,   0.933798,            52022,                3,             3395,                0,                0
    1,    233,      24759,          0,      24759,   0.446752,            21583,              341,             2835,                0,                0
    1,    234,      18910,          0,      18910,   0.763763,            16205,             2613,               92,                0,                0
    1,    235,      17941,          0,      17941,   0.948757,            15624,             2317,                0,                0,                0
    1,    236,      17152,          0,      17152,   0.956023,            15002,             2150,                0,                0,                0
    1,    237,      16338,          0,      16338,   0.952542,            15654,              684,                0,                0,                0
    1,    238,      15644,          0,      15644,   0.957522,            13797,             1847,                0,                0,                0
    1,    239,      15139,          0,      15139,   0.967719,            13128,              338,             1673,                0,                0
    1,    240,      14665,          0,      14665,   0.968690,            12749,                3,             1913,                0,                0
    1,    241,      57805,          0,      57805,   3.941698,            55281,                1,             1110,             1413,                0
    1,    242,      60983,          0,      60983,   1.054978,            57947,                1,              675,             2360,                0
    1,    243,      60887,          0,      60887,   0.998426,            57504,                0,              673,             2710,                0
    1,    244,      56367,          0,      56367,   0.925764,            53091,                4,             3272,                0,                0
    1,    245,      22134,          0,      22134,   0.392677,            19041,              434,             2659,                0,                0
    1,    246,      17704,          0,      17704,   0.799855,            14823,             2880,                1,                0,                0
    1,    247,      16801,          0,      16801,   0.948995,            14512,             2289,                0,                0,                0
    1,    248,      16032,          0,      16032,   0.954229,            13852,             2180,                0,                0,                0
    1,    249,      15354,          0,      15354,   0.957710,            13258,             2096,                0,                0,                0
    1,    250,      14749,          0,      14749,   0.960597,            12664,             2085,                0,                0,                0
    1,    251,      14270,          0,      14270,   0.967523,            12308,              237,             1725,                0,                0
    1,    252,      13741,          0,      13741,   0.962929,            11861,                2,             1878,                0,                0
    1,    253,      58053,          0,      58053,   4.224802,            55688,                0,             1145,             1220,                0
    1,    254,      62927,          0,      62927,   1.083958,            60133,                0,              512,             2282,                0
    1,    255,      62946,          0,      62946,   1.000302,            59827,                0,              609,             2510,                0
    1,    256,      59372,          0,      59372,   0.943221,            56370,                3,             2958,               41,                0
    1,    257,      26324,          0,      26324,   0.443374,            23481,              199,             2644,                0,                0
    1,    258,      18238,          0,      18238,   0.692828,            15710,             2364,              164,                0,                0
    1,    259,      17440,          0,      17440,   0.956245,            15166,             2274,                0,                0,                0
    1,    260,      16749,          0,      16749,   0.960378,            14700,             2049,                0,                0,                0
    1,    261,      16120,          0,      16120,   0.962445,            14212,             1908,                0,                0,                0
    1,    262,      15549,          0,      15549,   0.964578,            13599,             1854,               96,                0,                0
    1,    263,      15091,          0,      15091,   0.970545,            13248,              206,             1637,                0,                0
    1,    264,      14611,          0,      14611,   0.968193,            12849,                2,             1760,                0,                0
    1,    265,      56508,          0,      56508,   3.867497,            54334,                0,              603,             1571,                0
    1,    266,      61075,          0,      61075,   1.080820,            58470,                0,              463,             2142,                0
    1,    267,      59838,          0,      59838,   0.979746,            56895,                0,              614,             2329,                0
    1,    268,      54554,          0,      54554,   0.911695,            51744,                1,             2797,               12,                0
    1,    269,      24016,          0,      24016,   0.440224,            21370,              269,             2377,                0,                0
    1,    270,      18398,          0,      18398,   0.766073,            15961,             2306,              131,                0,                0
    1,    271,      17610,          0,      17610,   0.957169,            15581,             2029,                0,                0,                0
